OrderID,CustomerID,RestaurantID,OrderTimestamp,OrderAmount,DiscountAmount,DeliveryFee,PaymentMode,OrderStatus,CustomerName,CustomerCity,SignupTime,AcquisitionChannel,RestaurantName,Cuisine,RestaurantCity,AvgRating,OrderYear,OrderMonth,DaysSinceSignup,IsDelivered,IsCancelled,IsRefunded,NetAmount
O007218,C03089,R0102,2025-04-25,676.4,67.64,33.0,Card,Delivered,Sneha Patel,Chennai,2024-12-23,WhatsApp Campaign,Starbucks,Fast Food,Noida,4.9,2025,4,123,True,False,False,608.76
O007219,C01116,R0141,2025-05-26,1425.69,142.57,46.0,Cash,Delivered,Sneha Patel,Chennai,2025-04-20,Referral,Starbucks,Biryani,Noida,4.5,2025,5,36,True,False,False,1283.1200000000001
O007220,C00397,R0163,2025-09-16,1124.17,0.0,36.0,UPI,Delivered,Amit Kumar,Gurugram,2025-08-06,Organic,Burger King,Healthy,Bengaluru,3.8,2025,9,41,True,False,False,1124.17
O007221,C04830,R0179,2025-09-12,446.56,0.0,58.0,UPI,Delivered,Rohan Agarwal,Pune,2025-05-01,Organic,Subway,Cafe,Delhi,4.3,2025,9,134,True,False,False,446.56
O007222,C00464,R0145,2025-06-24,1514.4,151.44,26.0,UPI,Delivered,Rahul Sharma,Gurugram,2025-03-20,Organic,Behrouz Biryani,Fast Food,Bengaluru,4.5,2025,6,96,True,False,False,1362.96
O007223,C01501,R0034,2025-05-11,885.26,88.53,35.0,UPI,Refunded,Sneha Patel,Mumbai,2024-12-21,WhatsApp Campaign,Pizza Hut,Healthy,Noida,4.3,2025,5,141,False,False,True,796.73
O007224,C00722,R0018,2026-01-12,1106.21,110.62,35.0,Cash,Cancelled,Priya Verma,Hyderabad,2025-11-05,Referral,Burger King,Cafe,Chennai,5.0,2026,1,68,False,True,False,995.59
O007225,C02092,R0187,2024-03-03,1096.19,109.62,31.0,UPI,Delivered,Sneha Patel,Chennai,2025-02-23,Organic,Pizza Hut,North Indian,Chennai,4.3,2024,3,-357,True,False,False,986.57
O007226,C00090,R0110,2024-06-20,1201.59,120.16,57.0,Card,Delivered,Priya Verma,Mumbai,2025-03-28,Organic,Domino's Pizza,North Indian,Chennai,3.8,2024,6,-281,True,False,False,1081.4299999999998
O007227,C02020,R0162,2025-03-15,1464.93,0.0,46.0,Cash,Delivered,Sneha Patel,Bengaluru,2025-09-14,Organic,Domino's Pizza,Biryani,Pune,4.0,2025,3,-183,True,False,False,1464.93
O007228,C03268,R0189,2025-11-12,1019.06,0.0,51.0,Wallet,Delivered,Rohan Agarwal,Delhi,2025-06-10,Google Ads,Domino's Pizza,Fast Food,Delhi,4.3,2025,11,155,True,False,False,1019.06
O007229,C00009,R0197,2024-04-23,787.89,0.0,20.0,Cash,Delivered,Rahul Sharma,Mumbai,2025-04-28,WhatsApp Campaign,Subway,Healthy,Hyderabad,4.3,2024,4,-370,True,False,False,787.89
O007230,C01765,R0195,2025-08-25,337.76,33.78,27.0,UPI,Delivered,Rohan Agarwal,Delhi,2025-03-23,Google Ads,Burger King,North Indian,Pune,4.6,2025,8,155,True,False,False,303.98
O007231,C02027,R0102,2025-03-11,625.83,0.0,38.0,Card,Refunded,Sneha Patel,Chennai,2025-10-23,Instagram Ads,Starbucks,Fast Food,Noida,4.9,2025,3,-226,False,False,True,625.83
O007232,C01145,R0193,2024-10-23,973.79,0.0,27.0,Cash,Delivered,Sneha Patel,Chennai,2025-06-12,WhatsApp Campaign,McDonald's,Pizza,Delhi,4.2,2024,10,-232,True,False,False,973.79
O007233,C01246,R0150,2025-08-16,886.87,0.0,41.0,Cash,Delivered,Ananya Mishra,Noida,2025-04-28,Google Ads,Biryani By Kilo,Biryani,Mumbai,4.1,2025,8,110,True,False,False,886.87
O007234,C01849,R0129,2024-02-11,385.73,0.0,53.0,UPI,Cancelled,Rohan Agarwal,Chennai,2024-09-12,Instagram Ads,Biryani By Kilo,Pizza,Hyderabad,4.2,2024,2,-214,False,True,False,385.73
O007235,C04374,R0124,2025-12-18,363.55,0.0,40.0,UPI,Delivered,Neha Singh,Gurugram,2025-01-12,Organic,Barbeque Nation,Pizza,Gurugram,3.8,2025,12,340,True,False,False,363.55
O007236,C04527,R0085,2025-01-19,561.22,0.0,31.0,Card,Cancelled,Rohan Agarwal,Noida,2025-08-02,Organic,Domino's Pizza,Fast Food,Delhi,3.7,2025,1,-195,False,True,False,561.22
O007237,C00472,R0034,2024-07-17,589.39,0.0,35.0,Wallet,Cancelled,Rahul Sharma,Gurugram,2024-10-31,Referral,Pizza Hut,Healthy,Noida,4.3,2024,7,-106,False,True,False,589.39
O007238,C03180,R0173,2025-08-10,1462.3,0.0,32.0,UPI,Delivered,Arjun Gupta,Gurugram,2025-06-30,Instagram Ads,Behrouz Biryani,North Indian,Hyderabad,4.8,2025,8,41,True,False,False,1462.3
O007239,C01198,R0032,2026-03-22,1163.53,0.0,20.0,UPI,Cancelled,Rohan Agarwal,Hyderabad,2024-05-31,Referral,Barbeque Nation,Cafe,Gurugram,4.0,2026,3,660,False,True,False,1163.53
O007240,C04375,R0115,2024-04-13,1100.66,110.07,47.0,UPI,Delivered,Amit Kumar,Hyderabad,2025-03-07,Organic,Burger King,Biryani,Gurugram,4.9,2024,4,-328,True,False,False,990.5900000000001
O007241,C03076,R0135,2024-04-14,1581.45,158.15,58.0,UPI,Delivered,Amit Kumar,Gurugram,2024-10-30,Instagram Ads,KFC,Fast Food,Noida,4.8,2024,4,-199,True,False,False,1423.3
O007242,C00997,R0131,2024-03-25,1433.37,143.34,43.0,UPI,Delivered,Amit Kumar,Mumbai,2024-06-09,Google Ads,KFC,Fast Food,Delhi,3.8,2024,3,-76,True,False,False,1290.03
O007243,C00448,R0030,2024-04-18,521.04,52.1,47.0,UPI,Delivered,Rahul Sharma,Delhi,2024-01-18,Referral,Chaayos,Cafe,Noida,4.5,2024,4,91,True,False,False,468.93999999999994
O007244,C02496,R0103,2025-01-18,304.77,0.0,30.0,Cash,Refunded,Sneha Patel,Noida,2025-06-12,Organic,Haldiram's,Pizza,Chennai,4.9,2025,1,-145,False,False,True,304.77
O007245,C03976,R0120,2024-04-22,1137.67,0.0,32.0,UPI,Delivered,Neha Singh,Pune,2025-10-15,Organic,Biryani By Kilo,North Indian,Hyderabad,4.1,2024,4,-541,True,False,False,1137.67
O007246,C03205,R0099,2024-04-29,397.51,39.75,46.0,UPI,Delivered,Rohan Agarwal,Gurugram,2025-08-18,Instagram Ads,Chaayos,Fast Food,Pune,4.9,2024,4,-476,True,False,False,357.76
O007247,C03649,R0069,2024-02-19,458.12,0.0,42.0,UPI,Delivered,Rahul Sharma,Bengaluru,2024-06-28,Instagram Ads,Pizza Hut,Fast Food,Noida,4.7,2024,2,-130,True,False,False,458.12
O007248,C01766,R0197,2024-08-08,253.79,0.0,28.0,UPI,Delivered,Sneha Patel,Gurugram,2024-07-12,WhatsApp Campaign,Subway,Healthy,Hyderabad,4.3,2024,8,27,True,False,False,253.79
O007249,C03985,R0070,2024-01-10,1268.43,126.84,47.0,Cash,Delivered,Priya Verma,Pune,2024-09-24,Referral,Chaayos,Pizza,Noida,4.4,2024,1,-258,True,False,False,1141.5900000000001
O007250,C01333,R0051,2026-03-06,1129.29,0.0,39.0,UPI,Delivered,Rohan Agarwal,Bengaluru,2025-06-21,Google Ads,Burger King,Cafe,Gurugram,4.9,2026,3,258,True,False,False,1129.29
O007251,C03496,R0175,2024-03-27,914.29,0.0,39.0,Card,Cancelled,Rahul Sharma,Pune,2024-02-04,Google Ads,Barbeque Nation,Pizza,Delhi,3.8,2024,3,52,False,True,False,914.29
O007252,C00994,R0019,2024-02-01,1348.78,134.88,59.0,UPI,Cancelled,Priya Verma,Noida,2024-03-05,WhatsApp Campaign,Chaayos,Pizza,Bengaluru,4.5,2024,2,-33,False,True,False,1213.9
O007253,C02818,R0137,2025-09-16,676.99,67.7,41.0,UPI,Delivered,Sneha Patel,Chennai,2025-03-15,Google Ads,Pizza Hut,Biryani,Chennai,4.0,2025,9,185,True,False,False,609.29
O007254,C01315,R0033,2024-01-01,666.9,66.69,52.0,UPI,Cancelled,Arjun Gupta,Mumbai,2025-08-17,WhatsApp Campaign,McDonald's,Cafe,Chennai,4.3,2024,1,-594,False,True,False,600.21
O007255,C00099,R0083,2025-08-25,317.1,0.0,37.0,Cash,Delivered,Rahul Sharma,Hyderabad,2025-05-17,Organic,Starbucks,Pizza,Chennai,4.7,2025,8,100,True,False,False,317.1
O007256,C01391,R0140,2025-01-27,778.77,0.0,35.0,UPI,Delivered,Rohan Agarwal,Bengaluru,2024-12-15,Organic,Subway,Biryani,Gurugram,4.4,2025,1,43,True,False,False,778.77
O007257,C03826,R0099,2024-06-01,1080.8,0.0,32.0,UPI,Delivered,Sneha Patel,Noida,2024-08-22,WhatsApp Campaign,Chaayos,Fast Food,Pune,4.9,2024,6,-82,True,False,False,1080.8
O007258,C01605,R0150,2024-10-25,1396.68,139.67,44.0,UPI,Cancelled,Amit Kumar,Hyderabad,2024-09-03,Instagram Ads,Biryani By Kilo,Biryani,Mumbai,4.1,2024,10,52,False,True,False,1257.01
O007259,C00136,R0149,2026-01-02,1081.64,0.0,44.0,Card,Cancelled,Ananya Mishra,Delhi,2025-01-23,Google Ads,Barbeque Nation,Pizza,Gurugram,4.9,2026,1,344,False,True,False,1081.64
O007260,C01101,R0054,2025-10-08,1092.07,0.0,43.0,Card,Delivered,Priya Verma,Bengaluru,2024-08-15,Google Ads,Domino's Pizza,Pizza,Hyderabad,4.1,2025,10,419,True,False,False,1092.07
O007261,C00775,R0135,2026-04-06,1226.8,122.68,57.0,Cash,Refunded,Arjun Gupta,Gurugram,2024-06-12,WhatsApp Campaign,KFC,Fast Food,Noida,4.8,2026,4,663,False,False,True,1104.12
O007262,C01278,R0129,2024-08-16,1195.08,0.0,53.0,Wallet,Delivered,Arjun Gupta,Mumbai,2024-05-19,WhatsApp Campaign,Biryani By Kilo,Pizza,Hyderabad,4.2,2024,8,89,True,False,False,1195.08
O007263,C02475,R0193,2025-07-28,474.93,0.0,41.0,Card,Delivered,Ananya Mishra,Noida,2024-03-11,Google Ads,McDonald's,Pizza,Delhi,4.2,2025,7,504,True,False,False,474.93
O007264,C02661,R0187,2026-02-11,608.13,0.0,24.0,Card,Cancelled,Priya Verma,Pune,2025-02-13,Instagram Ads,Pizza Hut,North Indian,Chennai,4.3,2026,2,363,False,True,False,608.13
O007265,C02423,R0046,2026-02-05,1001.8,100.18,58.0,Wallet,Delivered,Neha Singh,Hyderabad,2025-03-22,Referral,KFC,North Indian,Delhi,4.3,2026,2,320,True,False,False,901.6199999999999
O007266,C01452,R0144,2025-05-09,458.53,0.0,43.0,UPI,Delivered,Sneha Patel,Delhi,2025-03-03,Google Ads,Behrouz Biryani,Pizza,Gurugram,3.6,2025,5,67,True,False,False,458.53
O007267,C02827,R0163,2024-08-13,1079.23,0.0,24.0,UPI,Delivered,Arjun Gupta,Delhi,2024-02-16,Instagram Ads,Burger King,Healthy,Bengaluru,3.8,2024,8,179,True,False,False,1079.23
O007268,C03543,R0001,2025-07-08,1098.18,109.82,26.0,Wallet,Refunded,Amit Kumar,Pune,2025-03-22,Organic,Chaayos,Fast Food,Hyderabad,4.5,2025,7,108,False,False,True,988.3600000000001
O007269,C00666,R0105,2026-02-13,1538.54,0.0,52.0,UPI,Refunded,Rahul Sharma,Chennai,2024-08-26,WhatsApp Campaign,McDonald's,Healthy,Mumbai,4.0,2026,2,536,False,False,True,1538.54
O007270,C00354,R0054,2025-08-01,626.47,0.0,22.0,Card,Delivered,Rahul Sharma,Gurugram,2025-06-02,Instagram Ads,Domino's Pizza,Pizza,Hyderabad,4.1,2025,8,60,True,False,False,626.47
O007271,C04865,R0095,2026-04-03,447.29,0.0,39.0,Cash,Cancelled,Amit Kumar,Bengaluru,2024-01-23,WhatsApp Campaign,McDonald's,Pizza,Mumbai,4.1,2026,4,801,False,True,False,447.29
O007272,C02394,R0121,2024-06-27,664.47,0.0,51.0,Wallet,Refunded,Ananya Mishra,Gurugram,2025-05-07,Referral,Burger King,Cafe,Bengaluru,3.9,2024,6,-314,False,False,True,664.47
O007273,C01562,R0046,2024-07-18,1178.02,0.0,23.0,UPI,Delivered,Amit Kumar,Noida,2024-10-14,WhatsApp Campaign,KFC,North Indian,Delhi,4.3,2024,7,-88,True,False,False,1178.02
O007274,C04489,R0071,2024-11-20,1354.21,0.0,42.0,UPI,Refunded,Neha Singh,Noida,2025-02-03,Referral,Behrouz Biryani,Cafe,Bengaluru,4.2,2024,11,-75,False,False,True,1354.21
O007275,C01631,R0153,2025-07-25,358.89,35.89,27.0,Cash,Delivered,Amit Kumar,Bengaluru,2024-02-09,Organic,Domino's Pizza,Cafe,Pune,4.2,2025,7,532,True,False,False,323.0
O007276,C00754,R0133,2025-10-17,1473.63,0.0,56.0,Wallet,Delivered,Neha Singh,Noida,2025-03-06,Organic,Burger King,Cafe,Pune,4.1,2025,10,225,True,False,False,1473.63
O007277,C00542,R0199,2025-03-11,757.11,0.0,34.0,UPI,Delivered,Sneha Patel,Pune,2025-07-27,WhatsApp Campaign,Burger King,Biryani,Mumbai,4.0,2025,3,-138,True,False,False,757.11
O007278,C00678,R0136,2025-04-17,1069.38,0.0,52.0,UPI,Refunded,Sneha Patel,Chennai,2024-01-27,WhatsApp Campaign,Haldiram's,North Indian,Delhi,4.6,2025,4,446,False,False,True,1069.38
O007279,C01498,R0164,2024-08-23,655.09,0.0,38.0,UPI,Delivered,Arjun Gupta,Bengaluru,2024-07-24,WhatsApp Campaign,Pizza Hut,Healthy,Mumbai,4.8,2024,8,30,True,False,False,655.09
O007280,C00040,R0027,2024-05-25,824.56,0.0,24.0,UPI,Cancelled,Sneha Patel,Pune,2025-07-05,Referral,KFC,Fast Food,Pune,4.2,2024,5,-406,False,True,False,824.56
O007281,C03531,R0148,2024-12-24,1511.64,151.16,50.0,Card,Delivered,Ananya Mishra,Chennai,2024-03-12,Instagram Ads,Domino's Pizza,North Indian,Chennai,4.5,2024,12,287,True,False,False,1360.48
O007282,C03643,R0113,2024-06-23,1181.91,0.0,48.0,UPI,Delivered,Neha Singh,Delhi,2024-04-29,Google Ads,Burger King,Healthy,Mumbai,4.7,2024,6,55,True,False,False,1181.91
O007283,C04019,R0162,2024-12-18,1342.45,134.25,44.0,Wallet,Delivered,Rahul Sharma,Chennai,2025-09-21,Instagram Ads,Domino's Pizza,Biryani,Pune,4.0,2024,12,-277,True,False,False,1208.2
O007284,C01361,R0019,2024-02-15,469.21,46.92,36.0,Wallet,Delivered,Rahul Sharma,Noida,2025-03-13,Google Ads,Chaayos,Pizza,Bengaluru,4.5,2024,2,-392,True,False,False,422.28999999999996
O007285,C01551,R0057,2025-12-29,382.21,38.22,43.0,UPI,Cancelled,Arjun Gupta,Delhi,2024-01-18,WhatsApp Campaign,Behrouz Biryani,Cafe,Bengaluru,4.9,2025,12,711,False,True,False,343.99
O007286,C00737,R0053,2024-07-21,409.43,0.0,27.0,Card,Delivered,Rahul Sharma,Pune,2024-07-04,Google Ads,Starbucks,Cafe,Chennai,4.5,2024,7,17,True,False,False,409.43
O007287,C04704,R0028,2024-06-27,714.88,0.0,40.0,Cash,Delivered,Sneha Patel,Bengaluru,2024-12-12,WhatsApp Campaign,Haldiram's,Fast Food,Hyderabad,4.8,2024,6,-168,True,False,False,714.88
O007288,C01242,R0166,2024-09-01,1152.04,0.0,20.0,UPI,Delivered,Sneha Patel,Chennai,2024-05-12,Organic,Domino's Pizza,Cafe,Hyderabad,4.9,2024,9,112,True,False,False,1152.04
O007289,C03557,R0080,2025-08-05,1426.2,142.62,53.0,UPI,Delivered,Amit Kumar,Bengaluru,2024-12-25,Referral,McDonald's,Fast Food,Delhi,4.5,2025,8,223,True,False,False,1283.58
O007290,C02304,R0147,2025-07-19,445.45,44.55,33.0,Wallet,Delivered,Arjun Gupta,Delhi,2024-03-10,WhatsApp Campaign,Biryani By Kilo,Biryani,Pune,4.2,2025,7,496,True,False,False,400.9
O007291,C03625,R0030,2025-04-24,1440.87,144.09,24.0,UPI,Refunded,Rahul Sharma,Bengaluru,2024-04-29,Organic,Chaayos,Cafe,Noida,4.5,2025,4,360,False,False,True,1296.78
O007292,C01508,R0139,2024-12-06,907.79,0.0,50.0,Wallet,Delivered,Arjun Gupta,Delhi,2024-04-13,Google Ads,McDonald's,North Indian,Bengaluru,4.9,2024,12,237,True,False,False,907.79
O007293,C00699,R0037,2024-02-08,673.81,67.38,59.0,Cash,Delivered,Ananya Mishra,Gurugram,2025-02-16,WhatsApp Campaign,Barbeque Nation,North Indian,Pune,4.7,2024,2,-374,True,False,False,606.43
O007294,C02698,R0150,2024-04-01,952.87,95.29,22.0,Cash,Refunded,Amit Kumar,Chennai,2025-09-12,Google Ads,Biryani By Kilo,Biryani,Mumbai,4.1,2024,4,-529,False,False,True,857.58
O007295,C01214,R0186,2024-03-08,697.01,0.0,37.0,Card,Delivered,Priya Verma,Pune,2024-03-02,WhatsApp Campaign,Chaayos,Pizza,Gurugram,4.3,2024,3,6,True,False,False,697.01
O007296,C04250,R0058,2024-07-08,876.0,0.0,47.0,UPI,Cancelled,Rahul Sharma,Mumbai,2025-08-14,Referral,KFC,Cafe,Hyderabad,3.7,2024,7,-402,False,True,False,876.0
O007297,C02106,R0199,2025-12-11,751.12,0.0,26.0,UPI,Delivered,Priya Verma,Pune,2024-10-22,WhatsApp Campaign,Burger King,Biryani,Mumbai,4.0,2025,12,415,True,False,False,751.12
O007298,C04646,R0195,2024-01-17,593.97,0.0,32.0,Wallet,Refunded,Rahul Sharma,Chennai,2025-01-16,WhatsApp Campaign,Burger King,North Indian,Pune,4.6,2024,1,-365,False,False,True,593.97
O007299,C02569,R0186,2025-08-19,702.32,70.23,43.0,Wallet,Refunded,Sneha Patel,Hyderabad,2025-07-06,Google Ads,Chaayos,Pizza,Gurugram,4.3,2025,8,44,False,False,True,632.09
O007300,C00183,R0176,2024-09-18,1398.84,0.0,48.0,UPI,Delivered,Sneha Patel,Bengaluru,2025-02-09,Referral,Behrouz Biryani,Pizza,Delhi,4.9,2024,9,-144,True,False,False,1398.84
O007301,C03415,R0090,2026-03-07,1404.62,140.46,38.0,Wallet,Delivered,Amit Kumar,Noida,2025-03-17,Organic,Starbucks,Cafe,Hyderabad,4.0,2026,3,355,True,False,False,1264.1599999999999
O007302,C04350,R0028,2025-03-28,1156.72,115.67,57.0,Card,Delivered,Rahul Sharma,Chennai,2024-02-09,Google Ads,Haldiram's,Fast Food,Hyderabad,4.8,2025,3,413,True,False,False,1041.05
O007303,C00851,R0074,2024-06-12,254.91,0.0,51.0,UPI,Cancelled,Arjun Gupta,Bengaluru,2025-01-21,Referral,Starbucks,North Indian,Gurugram,4.2,2024,6,-223,False,True,False,254.91
O007304,C03577,R0108,2025-09-11,1453.38,145.34,26.0,UPI,Delivered,Sneha Patel,Gurugram,2024-04-01,Referral,Behrouz Biryani,North Indian,Hyderabad,4.7,2025,9,528,True,False,False,1308.0400000000002
O007305,C02531,R0183,2025-06-09,1404.04,0.0,56.0,Cash,Refunded,Rohan Agarwal,Gurugram,2025-08-03,WhatsApp Campaign,KFC,Biryani,Chennai,4.0,2025,6,-55,False,False,True,1404.04
O007306,C00464,R0032,2025-09-10,1535.6,0.0,41.0,Wallet,Delivered,Rahul Sharma,Gurugram,2025-03-20,Organic,Barbeque Nation,Cafe,Gurugram,4.0,2025,9,174,True,False,False,1535.6
O007307,C02701,R0120,2025-02-27,830.43,83.04,35.0,UPI,Delivered,Rahul Sharma,Noida,2025-08-25,Organic,Biryani By Kilo,North Indian,Hyderabad,4.1,2025,2,-179,True,False,False,747.39
O007308,C03790,R0091,2024-01-29,1357.91,135.79,51.0,Wallet,Delivered,Arjun Gupta,Pune,2024-06-01,Google Ads,Chaayos,Pizza,Bengaluru,4.5,2024,1,-124,True,False,False,1222.1200000000001
O007309,C02463,R0097,2024-10-15,935.44,0.0,24.0,Card,Delivered,Arjun Gupta,Mumbai,2025-09-08,WhatsApp Campaign,Haldiram's,Fast Food,Delhi,3.8,2024,10,-328,True,False,False,935.44
O007310,C02407,R0109,2024-10-23,286.63,0.0,42.0,UPI,Delivered,Arjun Gupta,Noida,2025-08-27,Referral,Pizza Hut,Healthy,Chennai,3.9,2024,10,-308,True,False,False,286.63
O007311,C00657,R0143,2026-01-27,412.33,0.0,26.0,Wallet,Delivered,Arjun Gupta,Pune,2025-02-27,WhatsApp Campaign,Domino's Pizza,North Indian,Pune,4.1,2026,1,334,True,False,False,412.33
O007312,C00106,R0094,2024-12-15,373.22,37.32,24.0,UPI,Cancelled,Amit Kumar,Hyderabad,2025-03-31,Google Ads,Domino's Pizza,Healthy,Delhi,4.6,2024,12,-106,False,True,False,335.90000000000003
O007313,C00388,R0093,2024-03-27,887.15,0.0,39.0,Cash,Refunded,Rohan Agarwal,Bengaluru,2024-05-10,Google Ads,Haldiram's,Biryani,Noida,4.8,2024,3,-44,False,False,True,887.15
O007314,C04467,R0143,2024-12-06,1345.63,134.56,42.0,Wallet,Delivered,Arjun Gupta,Mumbai,2025-09-18,Google Ads,Domino's Pizza,North Indian,Pune,4.1,2024,12,-286,True,False,False,1211.0700000000002
O007315,C04709,R0110,2024-04-06,938.03,0.0,47.0,Wallet,Refunded,Arjun Gupta,Chennai,2025-10-05,Organic,Domino's Pizza,North Indian,Chennai,3.8,2024,4,-547,False,False,True,938.03
O007316,C01056,R0199,2024-07-15,1019.84,0.0,36.0,UPI,Cancelled,Sneha Patel,Chennai,2024-02-23,Referral,Burger King,Biryani,Mumbai,4.0,2024,7,143,False,True,False,1019.84
O007317,C03329,R0045,2025-08-11,528.68,0.0,30.0,UPI,Cancelled,Rohan Agarwal,Chennai,2025-08-03,Instagram Ads,Biryani By Kilo,Cafe,Mumbai,4.0,2025,8,8,False,True,False,528.68
O007318,C01910,R0096,2026-01-27,394.35,39.44,47.0,UPI,Delivered,Arjun Gupta,Pune,2025-04-25,WhatsApp Campaign,Burger King,Biryani,Gurugram,4.8,2026,1,277,True,False,False,354.91
O007319,C03646,R0011,2025-11-05,521.77,0.0,42.0,Wallet,Cancelled,Priya Verma,Chennai,2024-06-06,Referral,Barbeque Nation,North Indian,Pune,4.8,2025,11,517,False,True,False,521.77
O007320,C00568,R0055,2024-10-07,519.32,0.0,56.0,Card,Delivered,Ananya Mishra,Noida,2025-06-03,Organic,Chaayos,Biryani,Bengaluru,4.6,2024,10,-239,True,False,False,519.32
O007321,C03363,R0079,2025-08-23,989.74,98.97,23.0,Card,Cancelled,Amit Kumar,Gurugram,2024-06-27,Instagram Ads,Haldiram's,North Indian,Bengaluru,3.8,2025,8,422,False,True,False,890.77
O007322,C03767,R0076,2026-02-14,712.2,0.0,42.0,Card,Refunded,Arjun Gupta,Bengaluru,2025-08-13,Referral,McDonald's,Fast Food,Noida,4.6,2026,2,185,False,False,True,712.2
O007323,C00681,R0147,2024-01-18,1551.73,0.0,52.0,Cash,Cancelled,Ananya Mishra,Pune,2025-02-05,Organic,Biryani By Kilo,Biryani,Pune,4.2,2024,1,-384,False,True,False,1551.73
O007324,C02647,R0187,2024-12-19,334.19,33.42,45.0,UPI,Delivered,Arjun Gupta,Bengaluru,2025-11-13,Google Ads,Pizza Hut,North Indian,Chennai,4.3,2024,12,-329,True,False,False,300.77
O007325,C02350,R0079,2024-10-07,445.73,0.0,27.0,UPI,Cancelled,Amit Kumar,Bengaluru,2024-02-11,Instagram Ads,Haldiram's,North Indian,Bengaluru,3.8,2024,10,239,False,True,False,445.73
O007326,C01142,R0020,2026-03-03,320.14,32.01,60.0,UPI,Delivered,Arjun Gupta,Pune,2024-05-02,Google Ads,Burger King,Fast Food,Noida,4.9,2026,3,670,True,False,False,288.13
O007327,C00378,R0159,2024-04-23,618.18,0.0,27.0,Wallet,Delivered,Priya Verma,Gurugram,2024-11-29,Google Ads,KFC,Pizza,Gurugram,4.6,2024,4,-220,True,False,False,618.18
O007328,C04296,R0024,2025-07-28,693.9,69.39,50.0,Cash,Delivered,Rahul Sharma,Pune,2024-11-22,Instagram Ads,Biryani By Kilo,Pizza,Noida,3.8,2025,7,248,True,False,False,624.51
O007329,C02937,R0156,2024-08-26,526.79,0.0,26.0,UPI,Delivered,Ananya Mishra,Chennai,2025-08-14,Instagram Ads,Burger King,North Indian,Pune,3.7,2024,8,-353,True,False,False,526.79
O007330,C04076,R0175,2024-09-14,332.24,0.0,22.0,UPI,Cancelled,Neha Singh,Delhi,2024-04-24,Instagram Ads,Barbeque Nation,Pizza,Delhi,3.8,2024,9,143,False,True,False,332.24
O007331,C01601,R0199,2025-09-07,1313.69,131.37,32.0,Cash,Delivered,Rahul Sharma,Bengaluru,2025-05-16,Referral,Burger King,Biryani,Mumbai,4.0,2025,9,114,True,False,False,1182.3200000000002
O007332,C02035,R0007,2026-02-10,913.82,91.38,52.0,Card,Delivered,Priya Verma,Hyderabad,2024-08-13,Referral,Barbeque Nation,Cafe,Hyderabad,4.6,2026,2,546,True,False,False,822.44
O007333,C03161,R0176,2025-03-15,1262.36,0.0,51.0,Cash,Refunded,Arjun Gupta,Hyderabad,2025-04-02,Instagram Ads,Behrouz Biryani,Pizza,Delhi,4.9,2025,3,-18,False,False,True,1262.36
O007334,C01707,R0097,2025-07-11,1278.93,0.0,45.0,UPI,Delivered,Ananya Mishra,Hyderabad,2024-09-04,WhatsApp Campaign,Haldiram's,Fast Food,Delhi,3.8,2025,7,310,True,False,False,1278.93
O007335,C01812,R0036,2025-07-28,1326.57,0.0,27.0,Cash,Delivered,Rohan Agarwal,Pune,2024-11-19,WhatsApp Campaign,Subway,Healthy,Pune,4.5,2025,7,251,True,False,False,1326.57
O007336,C02129,R0137,2025-11-17,777.19,0.0,54.0,Card,Cancelled,Neha Singh,Bengaluru,2024-03-20,Organic,Pizza Hut,Biryani,Chennai,4.0,2025,11,607,False,True,False,777.19
O007337,C01482,R0102,2025-03-04,1515.15,151.52,48.0,Wallet,Cancelled,Neha Singh,Bengaluru,2024-04-02,Google Ads,Starbucks,Fast Food,Noida,4.9,2025,3,336,False,True,False,1363.63
O007338,C01470,R0180,2024-01-07,379.73,0.0,48.0,UPI,Cancelled,Ananya Mishra,Hyderabad,2025-04-29,Instagram Ads,KFC,North Indian,Hyderabad,3.7,2024,1,-478,False,True,False,379.73
O007339,C03474,R0113,2024-08-30,868.79,0.0,24.0,Card,Delivered,Neha Singh,Pune,2025-03-01,Referral,Burger King,Healthy,Mumbai,4.7,2024,8,-183,True,False,False,868.79
O007340,C01749,R0148,2024-10-19,693.26,0.0,35.0,UPI,Delivered,Sneha Patel,Noida,2024-01-14,Google Ads,Domino's Pizza,North Indian,Chennai,4.5,2024,10,279,True,False,False,693.26
O007341,C04651,R0178,2025-10-19,634.69,0.0,37.0,UPI,Delivered,Priya Verma,Hyderabad,2024-10-29,WhatsApp Campaign,Behrouz Biryani,North Indian,Chennai,4.4,2025,10,355,True,False,False,634.69
O007342,C03630,R0185,2025-03-04,964.54,96.45,29.0,Cash,Cancelled,Neha Singh,Noida,2024-10-01,Organic,Barbeque Nation,Cafe,Chennai,4.4,2025,3,154,False,True,False,868.0899999999999
O007343,C02751,R0196,2024-12-10,661.35,0.0,58.0,UPI,Delivered,Sneha Patel,Pune,2024-06-03,Referral,Burger King,Healthy,Pune,3.7,2024,12,190,True,False,False,661.35
O007344,C04784,R0064,2026-03-09,287.4,0.0,37.0,UPI,Refunded,Priya Verma,Noida,2024-06-07,Referral,Chaayos,Pizza,Delhi,4.6,2026,3,640,False,False,True,287.4
